feature,r
long_passing,0.32437695686039353
vision,0.3022010914745984
short_passing,0.26390543791135906
free_kick_accuracy,0.23990036932800646
jumping,-0.2264353690669274
long_shots,0.22217088049012465
heading_accuracy,-0.20190181500196938
interceptions,0.19455999295603915
ball_control,0.1814916941541559
curve,0.17899879739145783
