feature,r
sliding_tackle,-0.6802662255024616
standing_tackle,-0.6682660759277631
interceptions,-0.6520783388675503
def_awareness,-0.6443297596959497
finishing,0.48192070616348026
penalties,0.4689991260976768
volleys,0.44625277247316747
long_passing,-0.41107116644065916
positioning,0.3714155080329389
shot_power,0.3165186924742777
