feature,r
long_passing,0.2177108608501455
interceptions,0.21609108787263398
def_awareness,0.20862931749854377
standing_tackle,0.2054938892748858
sliding_tackle,0.20151434574875923
sprint_speed,-0.19780096508984596
pac,-0.18709781759850494
aggression,0.18522242354116447
short_passing,0.16231494542645333
acceleration,-0.15659317384361449
