feature,r
acceleration,0.28384371008320763
interceptions,-0.27258556682640184
agility,0.2705447808269306
aggression,-0.27045948612105414
pac,0.26820302786880595
standing_tackle,-0.26503897095246975
sliding_tackle,-0.2649433688798434
def_awareness,-0.2604568356498936
strength,-0.25926577632789444
heading_accuracy,-0.25838706237781367
