feature,r
jumping,-0.2318641573666128
strength,-0.22764351019100787
free_kick_accuracy,0.22183354927565635
vision,0.21227041761065626
heading_accuracy,-0.19456541087788004
curve,0.18865829571384
finishing,0.1737033655152924
volleys,0.16831706313800598
long_shots,0.16718203346020707
dribbling,0.16559641263873223
