feature,r
crossing,0.2480640319879147
sliding_tackle,0.20133571805817094
standing_tackle,0.1792116065195755
interceptions,0.17294746375897033
def_awareness,0.1665573999566917
acceleration,0.16232585531694152
penalties,-0.1600886884272347
pac,0.15908570705331793
height_in_cm,-0.14957205725753905
sprint_speed,0.14553555547030228
