feature,r
acceleration,0.2725124795139005
agility,0.26981549028667845
heading_accuracy,-0.2669585664403946
strength,-0.2614842574013547
pac,0.26054758356399593
aggression,-0.2325791476840148
sprint_speed,0.23105784328683113
interceptions,-0.2268005176848416
def_awareness,-0.22509716219704992
sliding_tackle,-0.22369317408402012
