feature,r
crossing,0.23282753170945505
sliding_tackle,0.2136027463160772
standing_tackle,0.19391470142398495
interceptions,0.18616119339462842
def_awareness,0.18153338130552946
penalties,-0.1657171847045963
pac,0.15706400390522302
acceleration,0.15253143370076847
sprint_speed,0.1489286106001959
volleys,-0.1440357955073999
