player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
315604,CDM,74,7.3,37.0,41.3,67.7,76.2,46.5,70.5,71.0,52.2,CDM,76.2
334999,CM,71,12.9,45.6,49.3,74.8,64.6,63.5,58.9,60.1,22.7,CM,74.8
362184,ST,66,75.1,73.9,71.0,24.4,10.5,68.6,10.2,14.9,14.7,ST,75.1
367284,CB,72,10.2,22.1,25.9,41.7,66.3,24.1,66.6,68.7,75.7,CB,75.7
371141,CB,72,9.8,32.1,36.4,58.0,72.3,36.8,74.3,75.2,57.9,RB,75.2
450234,LB,70,8.8,50.6,57.0,74.1,70.5,60.7,74.7,72.3,52.0,LB,74.7
500054,LB,73,11.3,52.3,56.0,64.0,63.4,55.2,75.5,73.4,33.1,LB,75.5
552057,ST,76,76.5,72.8,70.6,50.1,20.9,77.5,17.8,19.6,10.0,CAM,77.5
569387,RB,73,8.3,36.6,41.5,49.0,60.7,35.6,77.3,78.2,51.8,RB,78.2
574193,LW,60,67.7,74.5,73.5,35.7,11.5,70.6,28.3,30.3,17.3,LW,74.5
620217,CB,74,9.5,17.0,20.4,46.1,71.0,23.6,54.6,55.3,76.7,CB,76.7
789898,CAM,64,42.3,62.2,61.9,48.5,25.1,74.2,14.9,15.6,14.7,CAM,74.2
790918,CB,63,12.6,11.6,13.0,26.2,53.9,15.1,44.8,45.1,78.1,CB,78.1
796429,RB,64,11.8,35.9,40.4,41.1,56.3,30.9,71.5,73.9,56.2,RB,73.9
822958,CB,63,11.1,20.7,23.6,25.8,51.8,17.2,58.1,58.9,77.0,CB,77.0
923595,ST,60,76.5,55.6,51.1,17.0,15.2,54.6,8.1,12.5,30.8,ST,76.5
1018259,ST,74,80.5,75.2,72.3,40.2,10.4,75.5,12.4,14.5,7.3,ST,80.5
123742,CAM,72,53.6,61.7,61.1,66.7,41.0,76.0,40.6,39.4,11.9,CAM,76.0
131102,CB,71,9.1,35.4,39.8,50.4,68.6,35.4,74.5,74.8,71.6,RB,74.8
159883,ST,69,77.2,66.2,63.2,28.7,11.3,65.5,9.9,13.8,14.9,ST,77.2
197491,CB,69,8.4,26.3,29.7,47.1,70.0,25.3,69.4,70.0,76.5,CB,76.5
287863,CM,72,13.6,44.4,47.8,74.8,63.5,64.3,51.1,50.4,21.3,CM,74.8
287876,ST,67,57.3,75.0,72.9,31.4,15.1,72.1,12.6,15.5,13.6,LW,75.0
301235,CDM,69,11.8,33.6,37.4,70.1,74.2,49.9,61.2,60.1,47.1,CDM,74.2
324282,RB,73,10.1,47.0,50.9,70.9,67.2,57.1,75.8,76.0,32.3,RB,76.0
344321,RB,71,11.0,50.6,54.8,72.0,67.4,59.7,74.9,73.7,31.6,LB,74.9
344600,CM,70,20.2,56.3,58.9,75.7,52.1,70.1,53.2,51.6,13.8,CM,75.7
375816,ST,69,74.1,67.5,62.1,40.4,27.7,71.6,8.2,12.7,23.7,ST,74.1
393607,CB,67,7.7,19.5,22.1,54.8,75.6,29.7,57.9,59.5,75.6,CDM,75.6
441385,CAM,67,34.6,71.8,71.5,51.7,36.3,74.0,39.2,41.5,12.0,CAM,74.0
469690,ST,67,66.3,70.1,67.9,40.7,24.8,73.6,10.8,15.2,20.1,CAM,73.6
624436,CDM,70,7.8,43.5,47.2,76.6,72.3,58.9,64.3,64.3,40.3,CM,76.6
823525,CB,71,9.3,24.0,27.7,45.3,68.0,30.2,64.4,65.8,76.1,CB,76.1
76743,CB,67,13.2,10.7,12.3,46.3,69.2,24.4,41.1,41.5,76.3,CB,76.3
333361,CB,69,9.1,19.7,22.9,49.9,74.2,29.7,57.8,58.4,75.6,CB,75.6
339501,CB,69,13.8,9.5,11.1,40.2,66.2,19.3,44.8,46.1,78.4,CB,78.4
442552,RB,69,11.0,35.2,39.9,51.9,64.9,36.2,73.9,74.6,61.8,RB,74.6
457221,CM,76,11.7,45.9,50.1,77.7,65.7,62.7,72.4,71.3,18.7,CM,77.7
490223,ST,69,74.5,71.7,67.4,21.0,11.7,65.4,11.4,16.2,17.2,ST,74.5
649033,CDM,73,10.3,38.6,41.9,75.4,75.7,55.3,65.0,65.1,40.2,CDM,75.7
696506,CM,67,12.8,49.2,52.7,74.7,61.4,65.1,55.3,53.5,21.5,CM,74.7
743589,CB,68,9.2,24.9,29.4,52.1,74.3,29.8,61.9,63.9,73.7,CDM,74.3
769063,RW,72,25.8,67.2,72.2,69.1,46.6,74.3,59.5,59.8,12.3,CAM,74.3
845568,ST,68,77.2,56.0,52.1,31.3,19.8,61.0,8.8,12.8,24.4,ST,77.2
56830,CB,67,13.0,10.7,12.9,32.6,60.3,21.0,34.6,35.6,78.7,CB,78.7
81512,CB,71,9.4,25.0,27.6,56.4,74.2,36.1,61.9,64.2,64.7,CDM,74.2
125251,RB,70,9.3,40.6,45.5,64.8,69.8,45.4,75.2,75.1,55.4,LB,75.2
127828,CDM,70,10.2,40.5,45.0,70.8,74.8,51.5,71.8,71.6,56.4,CDM,74.8
184892,ST,72,48.8,67.1,67.4,61.9,35.8,76.3,31.1,32.0,11.8,CAM,76.3
222855,CDM,70,10.1,41.2,44.2,66.1,74.2,49.4,72.7,71.3,51.2,CDM,74.2
225963,CB,72,8.6,20.3,23.8,47.1,71.9,28.0,59.0,59.3,77.0,CB,77.0
250921,CB,67,10.1,30.4,34.2,45.9,69.7,32.0,73.6,74.3,72.9,RB,74.3
290017,LB,73,9.2,49.3,53.5,68.5,64.4,55.7,76.4,77.0,29.8,RB,77.0
321079,CAM,67,10.6,56.1,59.2,73.2,69.6,64.6,67.9,67.7,30.0,CM,73.2
342877,CB,71,8.6,30.6,34.2,48.3,68.1,30.2,75.7,76.4,60.3,RB,76.4
371851,CB,75,9.2,27.4,29.8,67.3,76.9,44.9,57.8,57.8,57.6,CDM,76.9
412366,ST,72,68.5,75.4,73.6,45.9,20.1,77.1,21.1,23.9,8.8,CAM,77.1
