player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
574385,LW,74,62.8,76.3,74.9,43.6,15.6,72.8,19.8,15.0,5.5,LW,76.3
587298,CM,65,26.3,19.3,16.2,69.1,72.6,37.2,61.2,58.2,39.4,CDM,72.6
587310,LB,65,28.6,20.0,21.3,40.1,53.7,12.9,70.5,67.8,39.4,LB,70.5
599215,ST,68,71.4,66.5,65.2,40.7,16.5,72.0,10.4,4.3,11.0,CAM,72.0
599634,RB,62,44.2,70.2,66.7,33.8,42.6,57.7,63.4,57.2,15.8,LW,70.2
609556,ST,67,73.0,55.0,54.1,28.9,11.6,61.0,5.6,0.3,25.5,ST,73.0
610429,RW,65,63.5,71.7,71.4,34.5,5.6,71.2,10.0,3.8,3.4,LW,71.7
610430,RW,55,44.2,64.8,66.0,38.2,15.9,66.6,20.9,11.7,5.6,CAM,66.6
610431,ST,66,72.4,54.3,53.9,33.4,15.9,62.7,5.8,0.0,26.0,ST,72.4
610440,CB,68,51.1,11.4,12.1,55.9,61.8,30.3,48.9,45.9,73.9,CB,73.9
610442,ST,78,78.5,63.4,63.4,38.6,20.5,70.6,10.8,4.7,30.1,ST,78.5
612130,CM,64,65.3,44.9,42.5,64.1,38.5,72.0,27.4,18.6,37.9,CAM,72.0
623772,LB,65,54.6,60.5,59.4,40.3,44.5,43.1,71.7,69.6,15.7,LB,71.7
627936,CM,64,29.1,50.5,48.7,70.8,63.0,67.7,52.5,48.9,11.5,CM,70.8
644408,CB,67,52.2,11.4,15.4,44.4,56.4,25.5,47.5,44.8,73.9,CB,73.9
646478,RB,73,22.2,63.4,60.5,65.4,64.2,60.0,76.9,77.6,17.3,RB,77.6
658530,CB,65,45.7,5.8,14.7,40.9,57.6,19.7,53.2,51.4,71.8,CB,71.8
664808,ST,60,70.0,60.2,58.9,35.1,11.2,62.5,9.7,2.3,21.1,ST,70.0
678277,CM,60,48.5,55.1,54.6,60.9,51.0,70.1,54.2,46.9,15.6,CAM,70.1
685642,CM,57,43.7,32.9,32.8,62.8,43.4,68.0,20.6,12.0,12.7,CAM,68.0
695225,CB,53,46.5,3.6,10.8,27.3,44.6,14.0,46.7,43.0,65.4,CB,65.4
701055,RB,67,23.0,61.4,57.0,32.5,45.1,35.6,72.6,71.8,15.3,LB,72.6
701226,ST,62,71.2,49.6,48.6,19.4,5.5,54.7,0.0,0.0,24.6,ST,71.2
715836,RB,62,30.6,42.7,46.0,54.4,53.8,43.5,69.4,65.8,13.4,LB,69.4
728924,CB,67,51.8,11.5,17.7,55.4,71.8,33.1,54.6,52.3,72.6,CB,72.6
752778,CM,65,22.8,38.6,38.6,71.4,68.1,64.2,51.1,47.8,13.8,CM,71.4
